user.screen_name,user.name,user.id_str,user.created_at,user.description,user.location,user.url,user.followers_count,user.friends_count,user.statuses_count,user.lang,user.time_zone,user.geo_enabled,user.verified,topsy.influence,text,id_str,created_at,retweet_count,in_reply_to_screen_name,in_reply_to_status_id_str,source,coordinates.type,coordinates.coordinates.0,coordinates.coordinates.1,topsy.location.search_id,topsy.document_info.lang,topsy.document_info.sentiment	
bonebraking,Timothy Bonebrake,72734777,Wed Sep 09 02:00:30 +0000 2009,Ecologist. Conservation Biologist. Environmental Scientist. Lepidopterist. Ptarmigan. Etc.,"Los Angeles, CA",http://faculty.ucr.edu/~timbon/,217,321,840,en,Pacific Time (US & Canada),,,,"""Get busy folks!"" - closing statement from Franklin's fantastic plenary #ESA2012",232521127862345730,Mon Aug 06 16:58:51 +0000 2012,,,,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",,,,us/california/los_angeles/los_angeles,en,1	
2011Buttons,Lindsey,192914763,Mon Sep 20 14:12:26 +0000 2010,"Grad student, movie fan, and part time ninja.",Vancouver,,18,29,286,en,Pacific Time (US & Canada),,,,Standing ovation for keynote speaker Jerry Franklin and his talk on West Coast forest history and the future hurdles for management #ESA2012,232521130584453120,Mon Aug 06 16:58:52 +0000 2012,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,en,	
komcleod,Karen McLeod,243396899,Wed Jan 26 23:30:09 +0000 2011,"Director of Science, COMPASS | Marine ecologist turned boundary dweller - science, communications, and policy. Mom. Outdoor enthusiast.","Corvallis, Oregon",http://compassonline.org,257,311,208,en,Alaska,,,,"RT @SarahBisbing: Jerry Franklin: we've gotten so many things wrong, I can't even guess what future holds. Be open to epiphanies! Nature ...",232521430825312256,Mon Aug 06 17:00:03 +0000 2012,,,,web,,,,us/oregon,en,	
SoundingTheSea,Alexis Rudd,469028641,Fri Jan 20 04:47:42 +0000 2012,"A PhD student using acoustics (sound) to study whales, dolphins & birds in Hawaii & the tropics. Also dabble in island conservation www.etsy.com/shop/WildCoasts","Oahu, Hawaii",http://bioacoustics.blogspot.com/,468,221,2519,en,Hawaii,True,,,RT @SarahBisbing: J Franklin: went into this prof to avoid ppl. Didn't work out that way. Society makes decisions re: what happens to my ...,232521679602073600,Mon Aug 06 17:01:03 +0000 2012,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,us,en,	
JocelynTutak,Jocelyn Tutak,133371196,Thu Apr 15 16:20:43 +0000 2010,"I'm a conservation GIS Analyst @Ecotrust, Portlander, food-lover, knitter finding my way in the Pacific Northwest, often by bike or hiking boots.","Portland, OR",,403,759,800,en,Pacific Time (US & Canada),True,,,"""We [won't] sustain biodiversity &amp; key ecosystem processes w/ preserves... restoration, STEWARDSHIP are imperative."" Franklin #ESA2012",232521883101315073,Mon Aug 06 17:01:51 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,	
ERENweb,EcoResearchEdNetwork,159111698,Thu Jun 24 13:44:00 +0000 2010,EREN is the Ecological Research as Education Network.  This is a collaborative group of ecologists at primarily undergraduate institutions of higher learning.,Thoughout the USA,http://www.erenweb.org,21,4,42,en,Eastern Time (US & Canada),,,,J. Franklin..Plenary on NW Forests at #esa2012 http://t.co/WTPVePqL,232521913157681152,Mon Aug 06 17:02:00 +0000 2012,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,us,en,	
Kimberly_Gerson,Kimberly Gerson,14879942,Fri May 23 10:22:46 +0000 2008,"Writer, researcher, astonishment-seeker. Writing on science, nature, environment, and other sources of wonder. ",Ontario,http://kimberlygerson.com/,373,412,3869,en,Eastern Time (US & Canada),,,,"RT @MiriamGoldste: You know, I knew about the spotted owl thing but I had NO IDEA how it ended. &gt;80% of forest land reserved from tim ...",232522038777098241,Mon Aug 06 17:02:28 +0000 2012,1,,,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,us,en,	
sejorg,SEJ.ORG,59514202,Thu Jul 23 16:32:18 +0000 2009,"Strengthening the quality, reach and viability of journalism across all media to advance public understanding of environmental issues.",Philadelphia,http://www.sej.org,5110,1077,17359,en,Eastern Time (US & Canada),,,,"RT @nswa: Couldn't go to PDX for @ESA_org  meeting? Follow  #ESA2012 4,000+ others are there  #ecology #science. PS welcome from #nswa #sej",232522269862293504,Mon Aug 06 17:03:23 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,	
Mayfly1,Joseph Davis,23083280,Fri Mar 06 16:25:06 +0000 2009,"English Prof in 2nd Life as Journo, Parent",Bethesda,http://www.planetspin.org,535,72,3478,en,Eastern Time (US & Canada),,,,"RT @nswa: Couldn't go to PDX for @ESA_org  meeting? Follow  #ESA2012 4,000+ others are there  #ecology #science. PS welcome from #nswa #sej",232522272211099648,Mon Aug 06 17:03:24 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,	
Dr_Bik,Holly Bik,185910976,Thu Sep 02 03:28:20 +0000 2010,"Holly Bik is postdoctoral researcher in marine genomics, working in Jonathan Eisen's lab at the University of California Davis. ","Davis, CA",http://www.hollybik.com,1593,347,4267,en,,True,,,RT @JacquelynGill: Social Media for Scientists workshop #ESA2012 at 11:30 today in F151 of conf center. Follow conversation at #esasocial,232522528269164544,Mon Aug 06 17:04:25 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us/california,en,	
davidjayharris,Dave Harris,308065135,Mon May 30 19:33:40 +0000 2011,,,,47,82,911,en,,,,,"""reserved for blogging! #esa2012 http://t.co/xoggAKxL",232522548909318144,Mon Aug 06 17:04:31 +0000 2012,,,,"<a href=""http://www.apple.com"" rel=""nofollow"">Photos on iOS</a>",,,,us,en,	
Wkolby,William Kolby Smith,319044634,Fri Jun 17 13:36:54 +0000 2011,"Earth System Scientist // PhD Candidate, Numerical Terradynamic Simulation Group, University of Montana.","Missoula, MT",http://ntsg.umt.edu/user/21,42,130,160,en,,,,,#ESA2012 bound!,232522863553433600,Mon Aug 06 17:05:45 +0000 2012,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,us,en,	
SarahBisbing,Sarah Bisbing,575472896,Wed May 09 16:04:59 +0000 2012,"Forest ecologist, landscape geneticist, PhD candidate, and climate change fellow. Otherwise, tree-lover, cyclist, yogi, domestic goddess. ","Fort Collins, CO",http://warnercnr.colostate.edu/~sbisbing/,99,185,316,en,Mountain Time (US & Canada),,,,J Franklin: agencies don't want adaptability. want certainty. Set a plan that allows for change over time. No certainty in nature. #ESA2012,232522898378747904,Mon Aug 06 17:05:53 +0000 2012,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,us,en,	
naupakaz,Naupaka Zimmerman,14521062,Fri Apr 25 02:03:40 +0000 2008,"Grad student @Stanford.  Microbial ecology, biogeochemistry, micro-mycology. Aspirant boffin, epicure, geek. Also moonlight at @INNGEcologist and @esa_students",Bay Area,,117,357,270,en,Pacific Time (US & Canada),,,,Best thing about J Franklin's #ESA2012 plenary was how excited/passionate he was about the NW forests. Enthusiasm is contagious!,232523018721693698,Mon Aug 06 17:06:22 +0000 2012,,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",,,,us,en,1	
The_Lowlands,Michael McGlue,633372074,Thu Jul 12 01:53:13 +0000 2012,"Father, son, brother, friend, scientist -- interested in sedimentary geology, tropical paleoenvironments, wire fox terriers, NJ, cold beer, comedy, good fights",USA,,2,38,46,en,,,,,RT @USGS: Visit the USGS Booth(s) 327/328 at Ecological Society of America 97th Annual Mtg Portland OR! Exhibit hours run Mon-Thur @ESA_ ...,232523099977961473,Mon Aug 06 17:06:41 +0000 2012,3,,,web,,,,us,en,	
JenEDavison,Jen Davison,308623046,Tue May 31 18:31:11 +0000 2011,"Finding ways to share science at UWa College of the Environment. Fueled by curiosity, wild places, community, yoga, dogs, chocolate. Views my own.","Seattle, WA",http://depts.washington.edu/coenv/news-blog/,496,596,2953,en,Pacific Time (US & Canada),,,,"Franklin: forest mgmt plans must allow for change. Not sure how to do that, but it involves fighting our desire for certainty. #esa2012",232523100472872960,Mon Aug 06 17:06:41 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,	
mrvaidya,Gaurav Vaidya,14794077,Fri May 16 02:53:45 +0000 2008,"I (re)tweet about biodiversity informatics, science communication, programming, comedy, Wikipedia, Perl, cats, and the minutiae of my everyday life.","Boulder, CO, USA",http://www.ggvaidya.com,481,1284,13406,en,Mountain Time (US & Canada),True,,,RT @Dr_Bik: RT @JacquelynGill: Social Media for Scientists workshop #ESA2012 at 11:30 today in F151 of conf center. Follow conversation  ...,232523313166024705,Mon Aug 06 17:07:32 +0000 2012,1,,,web,,,,us,en,	
DeahLieurance,Deah Lieurance,506692533,Tue Feb 28 01:37:00 +0000 2012,"Invasive species biologist, politics junkie, home brewer, music enthusiast, dog lover",Ohio,,55,294,91,en,,,,,Standing ovation for Franklin. Amazing talk! #esa2012 http://t.co/s0iiUE7K,232523722496544769,Mon Aug 06 17:09:11 +0000 2012,,,,"<a href=""http://www.apple.com"" rel=""nofollow"">Camera on iOS</a>",,,,us,en,1	
GabrielYospin,Gabriel Yospin,701745613,Tue Jul 17 20:44:30 +0000 2012,"Outdoor plant community ecology, indoor ecosystem computer simulations, plus some other interests.","Montana, USA",https://sites.google.com/site/gabrielyospinphd/,8,13,9,en,Central Time (US & Canada),,,,"J. Franklin got a well-deserved standing ovation. ""Policy must be socially acceptable to be sustainable."" Inspiring plenary #ESA2012",232523778758963200,Mon Aug 06 17:09:23 +0000 2012,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,us,en,1	
mrvaidya,Gaurav Vaidya,14794077,Fri May 16 02:53:45 +0000 2008,"I (re)tweet about biodiversity informatics, science communication, programming, comedy, Wikipedia, Perl, cats, and the minutiae of my everyday life.","Boulder, CO, USA",http://www.ggvaidya.com,482,1284,13407,en,Mountain Time (US & Canada),True,,,"RT @JChrisPires: Over 2,000 people worked together to make #curiosity a success. Think our students need collaboration skills? yep. #STE ...",232524032573075456,Mon Aug 06 17:10:24 +0000 2012,2,,,web,,,,us,en,	
infotroph,Chris Black,36220799,Wed Apr 29 00:03:00 +0000 2009,"Plant biology nerd studying biogeochemistry and microbial ecology of belowground response to climate change. I aim for short words over big ones, but I'm bad at","Urbana, IL",http://bodger.org,36,75,271,en,Central Time (US & Canada),True,,,#ESA2012 Jerry Franklin jokes “I went into forestry so I wouldn’t have to deal with people!” then spent years active in policy…,232524255508692994,Mon Aug 06 17:11:17 +0000 2012,,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",,,,,en,	
labroides,Dr. Wrasse,110031075,Sun Jan 31 03:20:58 +0000 2010,I'm a marine biologist who liked to swear too much to keep a professional profile. ,"Chicago, IL;  Suva, Fiji",,944,453,19705,en,Mountain Time (US & Canada),True,,,Now sitting in at the @DataONE session on data management plans. #FreeTheData #ESA2012,232524705318461440,Mon Aug 06 17:13:04 +0000 2012,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,us,en,	
carlystrasser,Carly Strasser,190246525,Mon Sep 13 13:26:52 +0000 2010,"Marine scientist by training, now at California Digital Library getting scientists excited about data management, sharing, and archiving. ","Berkeley, CA",http://carlystrasser.net,534,418,1438,en,Pacific Time (US & Canada),,,,Learn how to write a DMP in Portland Ballroom 253 #ESA2012,232524778148331520,Mon Aug 06 17:13:21 +0000 2012,,,,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",,,,us,en,	
infotroph,Chris Black,36220799,Wed Apr 29 00:03:00 +0000 2009,"Plant biology nerd studying biogeochemistry and microbial ecology of belowground response to climate change. I aim for short words over big ones, but I'm bad at","Urbana, IL",http://bodger.org,36,75,272,en,Central Time (US & Canada),True,,,#ESA2012 …I sympathize. Was scared off from forestry as ‘too political’ by http://t.co/qsDnuwKG then wound up working on climate change.,232525341799890944,Mon Aug 06 17:15:36 +0000 2012,,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",,,,,en,	
ScienceIsMetal,Cat Does Science,412859114,Tue Nov 15 06:26:33 +0000 2011,One young graduate student's attempt to unite the awesomeness of metal music with the realm of hardcore science.,Wherever Science is Being Done,http://scienceismetal.com,20,46,22,en,,,,,#ESA2012 Apparently the ESA conference is much like Burning Man in that there's entirely too many awesome things happening simultaneously.,232525466874036224,Mon Aug 06 17:16:06 +0000 2012,,,,"<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume for Android</a>",,,,us,en,1	
NaniTree,Ileana,65285678,Thu Aug 13 05:28:40 +0000 2009,"tree hugger, mountain rider, wave catcher, dreamer, music lover, cornellian, and futbol fan :)",Ithaca,,127,178,1104,en,Quito,True,,,First day of #ESA2012 and I've already had some fabulous conversations with some enthusiastic scientists! #positiveenergy,232525536214257664,Mon Aug 06 17:16:22 +0000 2012,,,,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",,,,us,en,1	
sgschuttler,Stephanie Schuttler,28918647,Sun Apr 05 02:04:02 +0000 2009,,,http://www.biosci.missouri.edu/Eggert/people/Schuttler.html,13,37,7,en,Eastern Time (US & Canada),,,,Am really impressed at the quality of workshops at ESA #esa2012,232526149979344896,Mon Aug 06 17:18:48 +0000 2012,,,,web,,,,us,en,1	
talksciencetome,Eve Rickert,394466622,Thu Oct 20 03:34:36 +0000 2011,"I help people who love science tell their stories. Writer, editor, connector, catalyst, mastermind.","Vancouver, British Columbia",http://www.talksciencetome.com,313,598,1445,en,,,,,Goddamn that's a lot of coffee. #ESA2012 http://t.co/qCFpRdu4,232526272717266944,Mon Aug 06 17:19:19 +0000 2012,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,ca,en,-1	
i_am_davidizzy,David Izzy,447987745,Tue Dec 27 13:51:18 +0000 2011,,,,34,104,21,en,Central Time (US & Canada),,,,Come find me this afternoon! PS5-88 #ESA2012 #esa2012students,232526482671534080,Mon Aug 06 17:20:08 +0000 2012,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,en,	
Garrett_Arnold,Garrett Arnold,307642337,Mon May 30 01:17:24 +0000 2011,"Ecology, Environmental Policy, and Science Communication","Columbia, MO",http://sgarrettarnold.com,51,151,202,en,Central Time (US & Canada),True,,,Hm suddenly got pretty crowded in here. First day #ESA2012 http://t.co/wMxcBBQY,232526718643097601,Mon Aug 06 17:21:05 +0000 2012,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Point,-122.66146792,45.52785085,us/oregon/multnomah/portland,en,	
MiriamGoldste,Miriam Goldstein,21917716,Wed Feb 25 20:57:36 +0000 2009,Marine biologist and science blogger at Deep Sea News (#DeepSN). More info at my professional page http://miriamgoldstein.info.,"San Diego, CA",http://deepseanews.com,2908,582,7950,en,Pacific Time (US & Canada),,,,RT @Dr_Bik: RT @JacquelynGill: Social Media for Scientists workshop #ESA2012 at 11:30 today in F151 of conf center. Follow conversation  ...,232526830006067200,Mon Aug 06 17:21:31 +0000 2012,1,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",,,,us,en,	
talksciencetome,Eve Rickert,394466622,Thu Oct 20 03:34:36 +0000 2011,"I help people who love science tell their stories. Writer, editor, connector, catalyst, mastermind.","Vancouver, British Columbia",http://www.talksciencetome.com,313,598,1446,en,,,,,Floorplans in #ESA2012 handbook are worse than useless. We need an app for that. Maybe for #ESA2013?,232526914672279552,Mon Aug 06 17:21:51 +0000 2012,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,ca,en,-1	
talksciencetome,Eve Rickert,394466622,Thu Oct 20 03:34:36 +0000 2011,"I help people who love science tell their stories. Writer, editor, connector, catalyst, mastermind.","Vancouver, British Columbia",http://www.talksciencetome.com,313,598,1447,en,,,,,RT @ScienceIsMetal: #ESA2012 Apparently the ESA conference is much like Burning Man in that there's entirely too many awesome things hap ...,232527096067538944,Mon Aug 06 17:22:34 +0000 2012,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,ca,en,1	
carlystrasser,Carly Strasser,190246525,Mon Sep 13 13:26:52 +0000 2010,"Marine scientist by training, now at California Digital Library getting scientists excited about data management, sharing, and archiving. ","Berkeley, CA",http://carlystrasser.net,534,418,1439,en,Pacific Time (US & Canada),,,,.@DataONEorg team now presenting on data management plans and #DMPTool at #ESA2012,232527138698428417,Mon Aug 06 17:22:44 +0000 2012,,,,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",,,,us,en,	
carlystrasser,Carly Strasser,190246525,Mon Sep 13 13:26:52 +0000 2010,"Marine scientist by training, now at California Digital Library getting scientists excited about data management, sharing, and archiving. ","Berkeley, CA",http://carlystrasser.net,534,418,1440,en,Pacific Time (US & Canada),,,,slides from the #ESA2012 #datamgmt workshop will be on @DataONEorg site soon http://t.co/uoMvRZB0,232527837859561472,Mon Aug 06 17:25:31 +0000 2012,,,,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",,,,us,en,	
JenEDavison,Jen Davison,308623046,Tue May 31 18:31:11 +0000 2011,"Finding ways to share science at UWa College of the Environment. Fueled by curiosity, wild places, community, yoga, dogs, chocolate. Views my own.","Seattle, WA",http://depts.washington.edu/coenv/news-blog/,496,596,2954,en,Pacific Time (US & Canada),,,,The #esa2012 floor plan is extremely unhelpful. RRr.,232527956575150080,Mon Aug 06 17:25:59 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,	
ecologyamazon,Fred Whiteman,14246440,Fri Mar 28 19:52:14 +0000 2008,"Biologist, Paleoecologist, UNM bio grad student, PiBBs fellow, knitting fiend, amateur uke player, total nerd ","Albuquerque, NM",,256,278,4799,en,Mountain Time (US & Canada),True,,,"Activities not to be missed in Portland: Powell's Books, the Japanese Garden, and happy hour at the Portland City Grill. #ESA2012",232527963554467840,Mon Aug 06 17:26:01 +0000 2012,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,us,en,	
labroides,Dr. Wrasse,110031075,Sun Jan 31 03:20:58 +0000 2010,I'm a marine biologist who liked to swear too much to keep a professional profile. ,"Chicago, IL;  Suva, Fiji",,944,453,19706,en,Mountain Time (US & Canada),True,,,Learning about the importance of a good Data Management Plan. Helps prevent information entropy. #ESA2012,232528002129477632,Mon Aug 06 17:26:10 +0000 2012,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,us,en,1	
DrHolly,Holly Menninger,15163872,Wed Jun 18 23:42:59 +0000 2008,Scientist. Communicator. Lover of all things arthropod.,"Ithaca, NY",http://hollymenninger.com/,817,690,2257,en,Eastern Time (US & Canada),,,,"@sesync wants to fund actionable science - bringing together social &amp; natural scientists, informing decision makers &amp; the public #ESA2012",232528203628048384,Mon Aug 06 17:26:58 +0000 2012,,sesync,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,us,en,	
closesl,Sarah,199366312,Wed Oct 06 17:48:03 +0000 2010,I'm a PhD student in marine ecology. I tweet things I find interesting and inspiring... or just fun.,"Corvallis, Oregon",,12,59,28,en,Pacific Time (US & Canada),,,,finally figured out my Monday schedule... let the fun begin! #esa2012,232528450441867264,Mon Aug 06 17:27:57 +0000 2012,,,,web,,,,us/oregon,en,1	
labroides,Dr. Wrasse,110031075,Sun Jan 31 03:20:58 +0000 2010,I'm a marine biologist who liked to swear too much to keep a professional profile. ,"Chicago, IL;  Suva, Fiji",,944,453,19707,en,Mountain Time (US & Canada),True,,,The folks at @DataONEorg have created a tool to help you make a Data Management Plan. I used it for my NSF https://t.co/s7IDc4Yq #ESA2012,232528520629346304,Mon Aug 06 17:28:14 +0000 2012,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,us,en,	
sandramchung,Sandra M. Chung,83197636,Sat Oct 17 19:03:05 +0000 2009,"Science writer, multimedia producer, swing dancer. Likes: environment, energy, food, robots, radio, data visualization, using my powers for good.",USA,http://www.sandrachung.com/,318,342,1053,en,Pacific Time (US & Canada),True,,,RT @boraz: Greetings from the Ecological Society of America Annual Meeting!  http://t.co/iBdic8wu by @JacquelynGill #ESA2012 #esasocial,232528549318365184,Mon Aug 06 17:28:20 +0000 2012,,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",,,,us,en,	
ESAAquatic,ESA Aquatic Section,493376882,Wed Feb 15 18:51:21 +0000 2012,Tweeting on behalf of the Ecological Society of America's (ESA's) Aquatic Ecology Section,,http://www.esa.org/aquatic/,70,50,49,en,,,,,Rumor has it the Chair of Buell/Braun award cmtee is opening up. Interested? Talk 2 Andrew McCall. Free food involved! #ESA2012 #service,232528567509073920,Mon Aug 06 17:28:25 +0000 2012,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,en,1	
cboettig,Carl Boettiger,105529826,Sat Jan 16 16:43:33 +0000 2010,"Theoretical ecology & evolution, open science, hpc, active learning. http://www.carlboettiger.info","Davis, CA",http://www.carlboettiger.info,878,646,1803,en,,True,,,"Excellent #esa2012 session intro 2 @sesync: ""if you're familiar with @nceas, you're familiar w/ synthesis"". Now focus on socio-econ + uncert",232528736539508737,Mon Aug 06 17:29:05 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,1	
younglandis,Ben Young Landis,37837824,Tue May 05 02:46:20 +0000 2009,"Science explainer/PR guy for a federal ecology research center. UC Davis, Duke, Sea Grant, AAAS Mass Media alum. My tweets are my own, not of feds+partners.","Sacramento, CA",https://www.younglandis.com,1136,1275,6265,en,Eastern Time (US & Canada),True,,,From Climate Change and Energy to Fires and Fish: @USGS science at #ESA2012: http://t.co/IjnLlnzH,232529155508547584,Mon Aug 06 17:30:45 +0000 2012,,,,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",,,,us,en,-1	
starfishnats,Nats Lofish ,116737719,Tue Feb 23 12:34:22 +0000 2010,"Antes conocida como @zimfreak, Estudiante de biología marina costanera,  SCUBA Diver,nerdy, marine person that grows on yah.	
http://starfishnats.tumblr.com	
",En su nicho ecológico,http://natalialopez3.wordpress.com/,155,241,10004,en,Central Time (US & Canada),True,,,Awesome Dragon #chinese #dragon #portland #oregon #esa2012 #seeds #ecology #scie  @ Oregon Convention Center http://t.co/NzjM4i5w,232529319841386497,Mon Aug 06 17:31:24 +0000 2012,,,,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",Point,-122.6618899,45.5289525,us/oregon/multnomah/portland,en,1	
naupakaz,Naupaka Zimmerman,14521062,Fri Apr 25 02:03:40 +0000 2008,"Grad student @Stanford.  Microbial ecology, biogeochemistry, micro-mycology. Aspirant boffin, epicure, geek. Also moonlight at @INNGEcologist and @esa_students",Bay Area,,118,357,271,en,Pacific Time (US & Canada),,,,"Microecology/macroecology SS7 - last three speakers couldn't make it, no talks by J Brown, C Field, or J Tiedje. Disappointed... #ESA2012",232529431158206464,Mon Aug 06 17:31:51 +0000 2012,,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",,,,us,en,-1	
as6699,Annie Simpson,367274865,Sat Sep 03 17:56:03 +0000 2011,,Reston,,6,5,100,en,,,,,#esa2012 The National Socio-Environmental Synthesis Center appears to be an NGO similar to the USGS Powell Center for Analysis &amp; Synthesis.,232529469871644672,Mon Aug 06 17:32:00 +0000 2012,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,us,en,	
jessicablois,Jessica Blois,277792348,Wed Apr 06 01:42:24 +0000 2011,"Paleoecologist, biogeographer, mammalogist, and California native adjusting to life in the midwest.","Madison, WI",https://mywebspace.wisc.edu/blois/web/,147,96,509,en,,,,,"RT @IceAgeEcologist: RT @MGhydro: Gotta love that the top 3 hashes on Twitter are currently #MSL, #Curiosity and #ESA2012. It's a great  ...",232530046613606400,Mon Aug 06 17:34:17 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,1	
marketwithemail,Social Media News,284112422,Mon Apr 18 17:04:29 +0000 2011,All the latest #SocialMedia News!,Florida,http://inexpensiveemailmarketing.com,1139,1964,1412,en,Quito,,,,RT @JacquelynGill: Social Media for Scientists workshop  at #ESA2012 is at 11:30 today in F151 of the convention center. Follow the conv ...,232530053416775681,Mon Aug 06 17:34:19 +0000 2012,5,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,us,en,	
jebyrnes,jebyrnes,21704370,Mon Feb 23 22:56:31 +0000 2009,"marine ecologist, online bon vivant, science crowdfunding curious - http://scifund.wordpress.org","Boston, MA",http://jarrettbyrnes.info,1023,1219,2730,en,Pacific Time (US & Canada),,,,RT @labroides: The folks at @DataONEorg have created a tool to help you make a Data Management Plan. I used it for my NSF https://t.co/s ...,232530177983401986,Mon Aug 06 17:34:49 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,	
cboettig,Carl Boettiger,105529826,Sat Jan 16 16:43:33 +0000 2010,"Theoretical ecology & evolution, open science, hpc, active learning. http://www.carlboettiger.info","Davis, CA",http://www.carlboettiger.info,878,646,1804,en,,True,,,"#esa2012 @sesync will focus on ""wicked problems"" (technical term) using theme-driven, interdisciplinary approaches",232530355436011520,Mon Aug 06 17:35:31 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,-1	
JenEDavison,Jen Davison,308623046,Tue May 31 18:31:11 +0000 2011,"Finding ways to share science at UWa College of the Environment. Fueled by curiosity, wild places, community, yoga, dogs, chocolate. Views my own.","Seattle, WA",http://depts.washington.edu/coenv/news-blog/,496,596,2955,en,Pacific Time (US & Canada),,,,"Settling in to the #esa2012 session on data mgmt. DataONE: a plan should have a point person but involve everyone, esp. your librarians!",232531123215945729,Mon Aug 06 17:38:34 +0000 2012,,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,,,us,en,	
MiriamGoldste,Miriam Goldstein,21917716,Wed Feb 25 20:57:36 +0000 2009,Marine biologist and science blogger at Deep Sea News (#DeepSN). More info at my professional page http://miriamgoldstein.info.,"San Diego, CA",http://deepseanews.com,2908,582,7952,en,Pacific Time (US & Canada),,,,"#ESA2012 tweet up Wed night, ~7:30 pm, at restaurant top of Red Lion (next to convention center). All are welcome! #ESAsocial #DeepSN",232531139884109824,Mon Aug 06 17:38:38 +0000 2012,,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",,,,us,en,1	
