acceleration,firstpost_date,highlight,influential,medium_thumbnail,metrics,momentum,peak,score,small_thumbnail,title,trackback_date,trackback_total,type,url
48,"Aug 05, 2012 21:11 (UTC)",#esa2012 tweeps: I have Twitter stickers for you http://t.co/g6LixtoJ,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkE3DzCMAUsTks.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,16,9.32966,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkE3DzCMAUsTks.jpg%3Asmall,esa2012 tweeps: I have Twitter stickers for you,"Aug 05, 2012 21:20 (UTC)",4,image,http://p.twimg.com/AzkE3DzCMAUsTks.jpg
50,"Aug 06, 2012 14:32 (UTC)",@jebyrnes @leafwarbler @miriamgoldste where we got locally grown organic heirloom artichokes #ESA2012 #Portlandia http://t.co/BoV5GpW4,1,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AznzLi3CQAAK-_M.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,9.25113,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AznzLi3CQAAK-_M.jpg%3Asmall,where we got locally grown organic heirloom artichokes #ESA2012 #Portlandia,"Aug 06, 2012 14:32 (UTC)",1,image,http://p.twimg.com/AznzLi3CQAAK-_M.jpg
32,"Jul 30, 2012 15:03 (UTC)",4200 registrants for #ESA2012! We are amazed. http://t.co/lM0Vr5LI,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzD3IMHCYAABjR1.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",1,22,8.88218,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzD3IMHCYAABjR1.jpg%3Asmall,4200 registrants for #ESA2012! We are amazed.,"Jul 30, 2012 17:14 (UTC)",3,image,http://p.twimg.com/AzD3IMHCYAABjR1.jpg
6,"Jul 23, 2012 17:56 (UTC)",Registration for #ESA2012 has passed 4000 attendees! We&#39;re ordering extra coffee. http://t.co/YYJ1Soxi,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AygbuGqCEAAntta.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2]",1,29,8.82403,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AygbuGqCEAAntta.jpg%3Asmall,Registration for #ESA2012 has passed 4000 attendees! We're ordering extra coffee.,"Jul 23, 2012 18:10 (UTC)",3,image,http://p.twimg.com/AygbuGqCEAAntta.jpg
57,"Aug 08, 2012 05:34 (UTC)",Cool - how far away? RT @butterflydoc Looking for serenity in Portland? Try the Japanese garden‰Û_ #esa2012  http://t.co/afcOCT2o,0,https://sis-tunnel.topsy.com/http%3A//cdn.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D150%26w%3D150%26u%3Dhttp%3A//yfrog.com/ocq38msoj,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,13,8.64843,https://sis-tunnel.topsy.com/http%3A//cdn.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D75%26w%3D75%26u%3Dhttp%3A//yfrog.com/ocq38msoj,Looking for serenity in Portland? Try the Japanese garden‰Û_ #esa2012,"Aug 08, 2012 05:58 (UTC)",3,image,http://yfrog.com/ocq38msoj
65,"Aug 10, 2012 05:08 (UTC)",Here&#39;s our poster (based on Johannah Reed&#39;s honors thesis) from #ESA2012. Maybe others will share too! http://t.co/QuCANsy0,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az6Yg1nCIAE30u5.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,10,8.32727,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az6Yg1nCIAE30u5.jpg%3Asmall,Here's our poster (based on Johannah Reed's honors thesis) from #ESA2012. Maybe others will share too!,"Aug 11, 2012 21:32 (UTC)",2,image,http://p.twimg.com/Az6Yg1nCIAE30u5.jpg
14,"Jul 26, 2012 18:00 (UTC)",The #ESA2012 birds have arrived!! #putabirdonit http://t.co/TLH6YTiU,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Ayv5cQACMAAsIf9.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",1,26,8.2346,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Ayv5cQACMAAsIf9.jpg%3Asmall,The #ESA2012 birds have arrived!! #putabirdonit,"Jul 26, 2012 18:00 (UTC)",2,image,http://p.twimg.com/Ayv5cQACMAAsIf9.jpg
57,"Aug 08, 2012 01:33 (UTC)",. @JEcology editors celebrate the journal centenary #esa2012 http://t.co/4uU0bC8d,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzvUL0UCAAI2X7H.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,13,8.20695,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzvUL0UCAAI2X7H.jpg%3Asmall,editors celebrate the journal centenary #esa2012,"Aug 08, 2012 07:59 (UTC)",2,image,http://p.twimg.com/AzvUL0UCAAI2X7H.jpg
54,"Aug 07, 2012 04:19 (UTC)",Please do not stick ads on our signage. We reuse them many years and removing the stickers damages them. #ESA2012  http://t.co/VZDad5my,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/ages79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,14,8.1968,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/ages79,Please do not stick ads on our signage. We reuse them many years and removing the stickers damages them. #ESA2012,"Aug 07, 2012 05:48 (UTC)",2,image,http://twitpic.com/ages79
74,"Aug 13, 2012 03:04 (UTC)",I can haz ecology meetingz? #ESA2012 http://t.co/njYCMERT,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/airb47,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,8,8.08277,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/airb47,I can haz ecology meetingz? #ESA2012,"Aug 13, 2012 03:04 (UTC)",2,image,http://twitpic.com/airb47
49,"Aug 05, 2012 19:03 (UTC)",We are at #esa2012 #PPSR2012 with @mhaklay and @ggliozzo http://t.co/kSiUFNHT #citizenscience http://t.co/JcyDv5jP,0,https://sis-tunnel.topsy.com/http%3A//cdn1.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D150%26w%3D150%26u%3Dhttp%3A//www.flickr.com/photos/recordandremember/7713086246/,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,16,8.07005,https://sis-tunnel.topsy.com/http%3A//cdn.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D75%26w%3D75%26u%3Dhttp%3A//www.flickr.com/photos/recordandremember/7713086246/,Gianfranco Gliozzo from UCL ExCiteS,"Aug 07, 2012 18:36 (UTC)",3,image,http://www.flickr.com/photos/recordandremember/7713086246/
49,"Aug 05, 2012 19:03 (UTC)",We are at #esa2012 #PPSR2012 with @mhaklay and @ggliozzo http://t.co/kSiUFNHT #citizenscience http://t.co/JcyDv5jP,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjnxGPCAAI0jJG.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,16,8.06171,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjnxGPCAAI0jJG.jpg%3Asmall,We are at #esa2012 #PPSR2012 with and  #citizenscience,"Aug 07, 2012 18:36 (UTC)",3,image,http://p.twimg.com/AzjnxGPCAAI0jJG.jpg
57,"Aug 08, 2012 05:11 (UTC)",Happy 100th @JEcology . Exec Ed Mike Hutchings addresses crowd at Centenary Reception. #esa2012 http://t.co/WjvwuxuF,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzwGHKcCMAAypjd.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,13,7.99115,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzwGHKcCMAAypjd.jpg%3Asmall,Happy 100th . Exec Ed Mike Hutchings addresses crowd at Centenary Reception. #esa2012,"Aug 08, 2012 07:59 (UTC)",2,image,http://p.twimg.com/AzwGHKcCMAAypjd.jpg
54,"Aug 07, 2012 00:51 (UTC)",What&#39;s happening at #esa2012 that a fish ought to be aware of? Inquiring lamprey want to know! Should I stick around? http://t.co/gCdZw8ET,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzqAzjvCAAEbB1W.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,14,7.9903,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzqAzjvCAAEbB1W.jpg%3Asmall,What's happening at #esa2012 that a fish ought to be aware of? Inquiring lamprey want to know! Should I stick around?,"Aug 07, 2012 00:51 (UTC)",2,image,http://p.twimg.com/AzqAzjvCAAEbB1W.jpg
64,"Aug 10, 2012 05:25 (UTC)",My poster from today on weed communities and GR crops. Thanks everyone that stopped by to chat. #ESA2012 @SIUCResearch http://t.co/RCKzFNs9,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az6ce3YCEAAwoZN.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,11,7.98835,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az6ce3YCEAAwoZN.jpg%3Asmall,My poster from today on weed communities and GR crops. Thanks everyone that stopped by to chat. #ESA2012,"Aug 10, 2012 05:40 (UTC)",2,image,http://p.twimg.com/Az6ce3YCEAAwoZN.jpg
47,"Aug 05, 2012 20:01 (UTC)",Welcome to Portland! We got yer light rail tix and bike assembly area right in PDX. Swooning w delight #utopia #esa2012 http://t.co/rarU8E0E,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azj0-jjCIAAfEgD.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,16,7.96658,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azj0-jjCIAAfEgD.jpg%3Asmall,Welcome to Portland! We got yer light rail tix and bike assembly area right in PDX. Swooning w delight #utopia #esa2012,"Aug 05, 2012 20:01 (UTC)",2,image,http://p.twimg.com/Azj0-jjCIAAfEgD.jpg
54,"Aug 07, 2012 19:21 (UTC)",Data workshop with @nceas and @dataoneorg happening now at #esa2012 in E151 http://t.co/hcXoDFSV,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azt-_uqCQAAdwrA.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,14,7.86039,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azt-_uqCQAAdwrA.jpg%3Asmall,Data workshop with and happening now at #esa2012 in E151,"Aug 07, 2012 19:21 (UTC)",2,image,http://p.twimg.com/Azt-_uqCQAAdwrA.jpg
54,"Aug 07, 2012 00:18 (UTC)",#esa2012 poster session http://t.co/ldH6L8D5,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azp5aAbCEAA7oqv.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,14,7.77089,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azp5aAbCEAA7oqv.jpg%3Asmall,esa2012 poster session,"Aug 07, 2012 00:18 (UTC)",2,image,http://p.twimg.com/Azp5aAbCEAA7oqv.jpg
50,"Aug 06, 2012 15:55 (UTC)",#ESA2012 ASN/University of Chicago Press all set up for business! http://t.co/dDKq3dIU,0,https://sis-tunnel.topsy.com/http%3A//cdn.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D150%26w%3D150%26u%3Dhttp%3A//yfrog.com/h4am5aifj,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.69733,https://sis-tunnel.topsy.com/http%3A//cdn1.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D75%26w%3D75%26u%3Dhttp%3A//yfrog.com/h4am5aifj,ESA2012 ASN/University of Chicago Press all set up for business!,"Aug 06, 2012 15:55 (UTC)",1,image,http://yfrog.com/h4am5aifj
55,"Aug 07, 2012 21:25 (UTC)",Somebody quilted a graph. I&#39;m speechless. See @harvardforest LTER art near @neoninc9 booth #esa2012 http://t.co/QckYAgZn,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzubQLNCcAA1fA-.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,14,7.67521,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzubQLNCcAA1fA-.jpg%3Asmall,Somebody quilted a graph. I'm speechless. See LTER art near booth #esa2012,"Aug 07, 2012 21:30 (UTC)",3,image,http://p.twimg.com/AzubQLNCcAA1fA-.jpg
87,"Aug 17, 2012 14:23 (UTC)",#ESA2012 Pix of ESA award winners are up! http://t.co/BGwQcus4 ‰Û_ http://t.co/K7WmCUh4,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/A0gaiQJCQAAV3fq.jpg%3Athumb,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,7.67487,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/A0gaiQJCQAAV3fq.jpg%3Asmall,Photos of ESA award winners are up!,"Aug 17, 2012 17:51 (UTC)",2,image,http://p.twimg.com/A0gaiQJCQAAV3fq.jpg
50,"Aug 06, 2012 17:04 (UTC)",&quot;reserved for blogging! #esa2012 http://t.co/xoggAKxL,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoWBrpCIAAbUAn.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.66297,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoWBrpCIAAbUAn.jpg%3Asmall,reserved for blogging! #esa2012,"Aug 06, 2012 17:04 (UTC)",1,image,http://p.twimg.com/AzoWBrpCIAAbUAn.jpg
50,"Aug 06, 2012 19:35 (UTC)",#ESA2012 student orientation was so packed that @naupakaz took the #esa2012students mentoring to the hallway!! http://t.co/bpkrdJMv,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azo4psNCEAA6OOP.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,15,7.63694,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azo4psNCEAA6OOP.jpg%3Asmall,ESA2012 student orientation was so packed that took the #esa2012students mentoring to the hallway!!,"Aug 06, 2012 19:35 (UTC)",3,image,http://p.twimg.com/Azo4psNCEAA6OOP.jpg
57,"Aug 08, 2012 00:15 (UTC)",New this year -- long sleeved t-shirts at the ESA booth! #ESA2012  http://t.co/sies0P5r,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/agq0c7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,7.63261,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/agq0c7,New this year -- long sleeved t-shirts at the ESA booth! #ESA2012,"Aug 08, 2012 00:15 (UTC)",1,image,http://twitpic.com/agq0c7
50,"Aug 06, 2012 06:49 (UTC)",Tsk tsk #esa2012  http://t.co/729ok7i8,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/ag2nyk,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.62958,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/ag2nyk,Tsk tsk #esa2012,"Aug 06, 2012 06:49 (UTC)",1,image,http://twitpic.com/ag2nyk
57,"Aug 08, 2012 02:10 (UTC)",Full house at our #esa2012 mixer-which is still going. Come join us! http://t.co/W8s46ktR,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzvcgjeCEAIQSub.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,7.58013,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzvcgjeCEAIQSub.jpg%3Asmall,Full house at our #esa2012 mixer-which is still going. Come join us!,"Aug 08, 2012 02:10 (UTC)",1,image,http://p.twimg.com/AzvcgjeCEAIQSub.jpg
57,"Aug 08, 2012 06:10 (UTC)",Japanese Garden is in the Washington Park area. Accessible by red/blue light rail lines. #esa2012  http://t.co/8yAdNSre http://t.co/GQttWSJy,0,https://sis-tunnel.topsy.com/http%3A//cdn.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D150%26w%3D150%26u%3Dhttp%3A//yfrog.com/odx45glj,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,7.57547,https://sis-tunnel.topsy.com/http%3A//cdn1.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D75%26w%3D75%26u%3Dhttp%3A//yfrog.com/odx45glj,Japanese Garden is in the Washington Park area. Accessible by red/blue light rail lines. #esa2012,"Aug 08, 2012 06:10 (UTC)",1,image,http://yfrog.com/odx45glj
14,"Jul 25, 2012 17:09 (UTC)",Printed new business cards for #ESA2012 in Portland. Check em out! http://t.co/Q8OH07Mo,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Ayqj_7MCUAAIfVz.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,25,7.56574,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Ayqj_7MCUAAIfVz.jpg%3Asmall,Printed new business cards for #ESA2012 in Portland. Check em out!,"Jul 25, 2012 17:09 (UTC)",2,image,http://p.twimg.com/Ayqj_7MCUAAIfVz.jpg
57,"Aug 08, 2012 06:10 (UTC)",Japanese Garden is in the Washington Park area. Accessible by red/blue light rail lines. #esa2012  http://t.co/8yAdNSre http://t.co/GQttWSJy,0,https://sis-tunnel.topsy.com/http%3A//cdn1.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D150%26w%3D150%26u%3Dhttp%3A//yfrog.com/ese0drjj,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,7.56024,https://sis-tunnel.topsy.com/http%3A//cdn1.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D75%26w%3D75%26u%3Dhttp%3A//yfrog.com/ese0drjj,Japanese Garden is in the Washington Park area. Accessible by red/blue light rail lines. #esa2012,"Aug 08, 2012 06:10 (UTC)",1,image,http://yfrog.com/ese0drjj
54,"Aug 06, 2012 23:36 (UTC)","If I see a better slide than this all week, I will be shocked. Reasons holding back better landscape design: http://t.co/JOP8skv6 #esa2012",0,https://sis-tunnel.topsy.com/http%3A//cdn1.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D150%26w%3D150%26u%3Dhttp%3A//img.ly/lIaB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,7.47293,https://sis-tunnel.topsy.com/http%3A//cdn.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D75%26w%3D75%26u%3Dhttp%3A//img.ly/lIaB,"If I see a better slide than this all week, I will be shocked. Reasons holding back better landscape design: - img.ly","Aug 06, 2012 23:36 (UTC)",1,image,http://img.ly/lIaB
50,"Aug 06, 2012 01:16 (UTC)",Coming into Portland for #ESA2012 tx Frontier Airlines for checking my HAND BAGGAGE! http://t.co/2c426M00,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azk9AC3CcAETepd.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.46754,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azk9AC3CcAETepd.jpg%3Asmall,Coming into Portland for #ESA2012 tx Frontier Airlines for checking my HAND BAGGAGE!,"Aug 06, 2012 01:16 (UTC)",1,image,http://p.twimg.com/Azk9AC3CcAETepd.jpg
50,"Aug 06, 2012 19:24 (UTC)",ESA President elect Scott Collins enthusiastically mentoring students!! #ESA2012 #esa2012students http://t.co/NczOofHs,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azo2ELzCcAAIQ3F.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.42847,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azo2ELzCcAAIQ3F.jpg%3Asmall,ESA President elect Scott Collins enthusiastically mentoring students!! #ESA2012 #esa2012students,"Aug 06, 2012 19:24 (UTC)",2,image,http://p.twimg.com/Azo2ELzCcAAIQ3F.jpg
50,"Aug 06, 2012 19:21 (UTC)",#ESA2012 A very successful Student Orientation!!! #esa2012students Thank you to all mentors!!! See you at the mixer!! http://t.co/7oSD1iQU,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azo1XnuCAAExG90.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.40869,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azo1XnuCAAExG90.jpg%3Asmall,ESA2012 A very successful Student Orientation!!! #esa2012students Thank you to all mentors!!! See you at the mixer!!,"Aug 06, 2012 19:21 (UTC)",2,image,http://p.twimg.com/Azo1XnuCAAExG90.jpg
70,"Aug 07, 2012 17:02 (UTC)",Ever wonder how weaponized shark teeth can help us understand shifting baselines? Check out my talk Thursday #ESA2012 http://t.co/h44oV9EC,1,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AztfQOYCQAAox9l.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,8,7.4073,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AztfQOYCQAAox9l.jpg%3Asmall,Ever wonder how weaponized shark teeth can help us understand shifting baselines? Check out my talk Thursday #ESA2012,"Aug 07, 2012 17:02 (UTC)",5,image,http://p.twimg.com/AztfQOYCQAAox9l.jpg
50,"Aug 06, 2012 19:21 (UTC)",Come by the ESA Microbial Ecology Section Booth and &quot;Put a Microbe on It!&quot; #ESA2012 http://t.co/PjOEGrIG,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azo1cJjCYAAqKLK.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.40643,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azo1cJjCYAAqKLK.jpg%3Asmall,Come by the ESA Microbial Ecology Section Booth and &quot;Put a Microbe on It!&quot; #ESA2012,"Aug 06, 2012 19:21 (UTC)",2,image,http://p.twimg.com/Azo1cJjCYAAqKLK.jpg
50,"Aug 06, 2012 06:00 (UTC)",View from plane for the first hour of my flight to Portland for #esa2012 http://t.co/Q8s6UfGx,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azl-JQ1CMAADj0q.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.38502,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azl-JQ1CMAADj0q.jpg%3Asmall,View from plane for the first hour of my flight to Portland for #esa2012,"Aug 06, 2012 06:00 (UTC)",1,image,http://p.twimg.com/Azl-JQ1CMAADj0q.jpg
