acceleration,firstpost_date,highlight,influential,medium_thumbnail,metrics,momentum,peak,score,small_thumbnail,title,trackback_date,trackback_total,type,url
57,"Aug 08, 2012 20:40 (UTC)","Tewksbury is a scientist who understands importance of design, economy of slides vs. story #ESA2012 http://t.co/46mo5GbV",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzakGnCAAAgL5r.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.58033,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzakGnCAAAgL5r.jpg%3Asmall,"Tewksbury is a scientist who understands importance of design, economy of slides vs. story #ESA2012","Aug 08, 2012 20:40 (UTC)",1,image,http://p.twimg.com/AzzakGnCAAAgL5r.jpg
54,"Aug 07, 2012 17:34 (UTC)",What could you do with a training in Ecology? Poster for sale booth 503 #ESA2012! Support #esa2012students! http://t.co/YBNW5wcV,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Aztmc0VCUAA9R55.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.50454,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Aztmc0VCUAA9R55.jpg%3Asmall,What could you do with a training in Ecology? Poster for sale booth 503 #ESA2012! Support #esa2012students!,"Aug 07, 2012 17:34 (UTC)",1,image,http://p.twimg.com/Aztmc0VCUAA9R55.jpg
57,"Aug 07, 2012 23:45 (UTC)","Mahmud Farooque and Ira Bennett presenting poster on science, policy and citizenship at #ESA2012 http://t.co/3vQJmnBu",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azu7eMuCQAEaZgl.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.50228,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azu7eMuCQAEaZgl.jpg%3Asmall,"Mahmud Farooque and Ira Bennett presenting poster on science, policy and citizenship at #ESA2012","Aug 07, 2012 23:45 (UTC)",1,image,http://p.twimg.com/Azu7eMuCQAEaZgl.jpg
47,"Aug 05, 2012 16:05 (UTC)",Ira Bennett kicks off Science Beyond the Field workshop @ESA_org #ESA2012 http://t.co/TzAoOIB9,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azi-_qBCEAAKWu1.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,16,6.47179,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azi-_qBCEAAKWu1.jpg%3Asmall,Ira Bennett kicks off Science Beyond the Field workshop #ESA2012,"Aug 05, 2012 16:05 (UTC)",1,image,http://p.twimg.com/Azi-_qBCEAAKWu1.jpg
47,"Aug 05, 2012 19:27 (UTC)",David Goldston NRDC on doing science in lean times. #ESA2012 #scibeyondfield http://t.co/fIcpvAhh,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjtNJACIAEtV1I.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,16,6.46133,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjtNJACIAEtV1I.jpg%3Asmall,David Goldston NRDC on doing science in lean times. #ESA2012 #scibeyondfield,"Aug 05, 2012 19:27 (UTC)",1,image,http://p.twimg.com/AzjtNJACIAEtV1I.jpg
60,"Aug 09, 2012 20:29 (UTC)",This is where ecologists are finding hope at #esa2012 cc @hillaryrosner http://t.co/quIaNI75,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az4hw74CEAASCvi.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12,6.45673,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az4hw74CEAASCvi.jpg%3Asmall,This is where ecologists are finding hope at #esa2012 cc,"Aug 09, 2012 20:29 (UTC)",1,image,http://p.twimg.com/Az4hw74CEAASCvi.jpg
54,"Aug 07, 2012 19:59 (UTC)",Marm Kilpatrick wearing original PLOS t-shirt (10 years old!) and still supporting #openaccess - fantastic #ESA2012 http://t.co/2Rvuesng,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzuHpdlCcAAs2og.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.43111,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzuHpdlCcAAs2og.jpg%3Asmall,Marm Kilpatrick wearing original PLOS t-shirt (10 years old!) and still supporting #openaccess - fantastic #ESA2012,"Aug 07, 2012 19:59 (UTC)",1,image,http://p.twimg.com/AzuHpdlCcAAs2og.jpg
57,"Aug 08, 2012 18:51 (UTC)",EREN luncheon at ESA. @ESA_org @bpohlad #ESA2012 http://t.co/OyIYlYli,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzBpRlCYAErhqH.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.4129,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzBpRlCYAErhqH.jpg%3Asmall,EREN luncheon at ESA. #ESA2012,"Aug 08, 2012 18:51 (UTC)",1,image,http://p.twimg.com/AzzBpRlCYAErhqH.jpg
50,"Aug 05, 2012 22:26 (UTC)",Jeff Herick shares 7 strategies for engaging without advocating. #ESA2012 #scibeyondfield http://t.co/R9qUV5lB,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkWJKvCUAATdE-.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.39366,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkWJKvCUAATdE-.jpg%3Asmall,Jeff Herick shares 7 strategies for engaging without advocating. #ESA2012 #scibeyondfield,"Aug 05, 2012 22:26 (UTC)",1,image,http://p.twimg.com/AzkWJKvCUAATdE-.jpg
57,"Aug 08, 2012 02:17 (UTC)",$1000+ in EcoService awards from @UCSUSA for #esa2012students involved in outreach and communication!! http://t.co/scvB4AFs #ESA2012,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/agr2pe,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,13,6.37982,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/agr2pe,1000+ in awards for EcoService from for #esa2012students involved in outreach and communication. Congrats!!!,"Aug 08, 2012 02:20 (UTC)",2,image,http://twitpic.com/agr2pe
54,"Aug 07, 2012 19:19 (UTC)","#esa2012 The spiced jardinera at Clyde Common  is tongue-tingling. A great spot for meals, close to Powell&#39;s mothership http://t.co/dK7lME0Q",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azt-hM3CcAAko_c.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.37386,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azt-hM3CcAAko_c.jpg%3Asmall,"esa2012 The spiced jardinera at Clyde Common  is tongue-tingling. A great spot for meals, close to Powell's mothership","Aug 07, 2012 19:19 (UTC)",1,image,http://p.twimg.com/Azt-hM3CcAAko_c.jpg
64,"Aug 09, 2012 22:47 (UTC)",Think Outside! #citizenscience #PPSR2012 #esa2012 #nature #life http://t.co/RAEc2yfl,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az5BZJ5CEAA55_q.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,11,6.35823,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az5BZJ5CEAA55_q.jpg%3Asmall,Think Outside! #citizenscience #PPSR2012 #esa2012 #nature #life,"Aug 09, 2012 22:47 (UTC)",1,image,http://p.twimg.com/Az5BZJ5CEAA55_q.jpg
57,"Aug 08, 2012 20:08 (UTC)","EREN Luncheon a big sucess. Many new faces. @ESA_org , @bpohlad , #ESA2012 http://t.co/QX4PpsL6",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzTOlUCYAIXJFJ.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.34594,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzTOlUCYAIXJFJ.jpg%3Asmall,"EREN Luncheon a big sucess. Many new faces. , , #ESA2012","Aug 08, 2012 20:08 (UTC)",1,image,http://p.twimg.com/AzzTOlUCYAIXJFJ.jpg
47,"Aug 05, 2012 18:00 (UTC)",Jeff Morris EPA: how should ecologists play in policy debate around nanotechnology? #scibeyondfield #ESA2012 http://t.co/oYkTsTKH,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjZNvTCcAABh4V.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,16,6.32749,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjZNvTCcAABh4V.jpg%3Asmall,Jeff Morris EPA: how should ecologists play in policy debate around nanotechnology? #scibeyondfield #ESA2012,"Aug 05, 2012 18:00 (UTC)",1,image,http://p.twimg.com/AzjZNvTCcAABh4V.jpg
57,"Aug 08, 2012 20:16 (UTC)",Hey #esa2012 check out this awesome talk at 2:10! Portland Ballrm 254 #foodweb #brackishmarsh http://t.co/iBD4UeFn,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzVG7XCQAEWr5v.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.3272,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzVG7XCQAEWr5v.jpg%3Asmall,Hey #esa2012 check out this awesome talk at 2:10! Portland Ballrm 254 #foodweb #brackishmarsh,"Aug 08, 2012 20:16 (UTC)",1,image,http://p.twimg.com/AzzVG7XCQAEWr5v.jpg
44,"Aug 04, 2012 17:17 (UTC)",Wow! It&#39;s standing room only at the #PPSR workshop at #ESA2012 http://t.co/GYaCC7TK,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzeFvV3CcAAcYTR.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17,6.3256,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzeFvV3CcAAcYTR.jpg%3Asmall,Wow! It's standing room only at the #PPSR workshop at #ESA2012,"Aug 04, 2012 17:17 (UTC)",1,image,http://p.twimg.com/AzeFvV3CcAAcYTR.jpg
50,"Aug 06, 2012 21:16 (UTC)","@AngelaKent11 I like it, but it needs a paradigm update. Here, I&#39;ll try. #ruiningthejoke #ESA2012 http://t.co/jAMv0zUG",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzpPyHHCQAAtjNd.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.29295,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzpPyHHCQAAtjNd.jpg%3Asmall,"I like it, but it needs a paradigm update. Here, I'll try. #ruiningthejoke #ESA2012","Aug 06, 2012 21:16 (UTC)",1,image,http://p.twimg.com/AzpPyHHCQAAtjNd.jpg
50,"Aug 05, 2012 22:14 (UTC)",Mahmud Farooque on usable science: engaging without advocating. #scibeyondfield #ESA2012 http://t.co/G9n40FiB,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkTasPCEAAvgtk.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.26328,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkTasPCEAAvgtk.jpg%3Asmall,Mahmud Farooque on usable science: engaging without advocating. #scibeyondfield #ESA2012,"Aug 05, 2012 22:14 (UTC)",1,image,http://p.twimg.com/AzkTasPCEAAvgtk.jpg
47,"Aug 05, 2012 21:25 (UTC)",Peter Smallwood: from tagging squirrels in VA to influencing science policy in Iraq. #ESA2012 #scibeyondfield http://t.co/8zroszFm,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkIIihCMAAYrl8.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,16,6.26026,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkIIihCMAAYrl8.jpg%3Asmall,Peter Smallwood: from tagging squirrels in VA to influencing science policy in Iraq. #ESA2012 #scibeyondfield,"Aug 05, 2012 21:25 (UTC)",1,image,http://p.twimg.com/AzkIIihCMAAYrl8.jpg
44,"Aug 04, 2012 17:03 (UTC)","Yup, that‰Ûªs the barista weighing out single origin beans in the Portland conv ctr for #ESA2012 #CoffeeSnobCity #awesome http://t.co/djnpxpEG",0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/afgec1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17,6.23944,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/afgec1,"Yup, that‰Ûªs the barista weighing out single origin beans in the Portland conv ctr for #ESA2012 #CoffeeSnobCity #awesome","Aug 04, 2012 17:03 (UTC)",1,image,http://twitpic.com/afgec1
57,"Aug 08, 2012 13:55 (UTC)",@KikaTarsi @ESA_org #pinkscience status acquired! #esa2012 http://t.co/K44OW3fl,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azx938dCQAEvAOL.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.20688,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azx938dCQAEvAOL.jpg%3Asmall,pinkscience status acquired! #esa2012,"Aug 08, 2012 13:55 (UTC)",1,image,http://p.twimg.com/Azx938dCQAEvAOL.jpg
47,"Aug 05, 2012 18:39 (UTC)",Emma Frow Edinburgh U discusses synbio tinkering on genetic level to create new bio entities #ESA2012 #scibeyondfield http://t.co/MoOyTuUr,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjiOSqCQAAWKkV.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,16,6.19896,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjiOSqCQAAWKkV.jpg%3Asmall,Emma Frow Edinburgh U discusses synbio tinkering on genetic level to create new bio entities #ESA2012 #scibeyondfield,"Aug 05, 2012 18:39 (UTC)",1,image,http://p.twimg.com/AzjiOSqCQAAWKkV.jpg
84,"Aug 15, 2012 21:47 (UTC)",@labroides #esa2012 was actually part of a 1.5 month long road trip. 9 Nat Parks and 1 Volcano Monu. #gradstudenting http://t.co/hXKoGUgU,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/A0XtIZRCMAEao0N.jpg%3Athumb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,5,6.17372,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/A0XtIZRCMAEao0N.jpg%3Asmall,esa2012 was actually part of a 1.5 month long road trip. 9 Nat Parks and 1 Volcano Monu. #gradstudenting,"Aug 15, 2012 21:47 (UTC)",1,image,http://p.twimg.com/A0XtIZRCMAEao0N.jpg
47,"Aug 05, 2012 17:01 (UTC)",@ESA_org Director of Public Affairs Nadine Lymn talks about fed funding foe ecology. #scibeyondfield #ESA2012 http://t.co/sritdi7b,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjL1x2CAAAqKO_.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,16,6.17069,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjL1x2CAAAqKO_.jpg%3Asmall,Director of Public Affairs Nadine Lymn talks about fed funding foe ecology. #scibeyondfield #ESA2012,"Aug 05, 2012 17:01 (UTC)",1,image,http://p.twimg.com/AzjL1x2CAAAqKO_.jpg
50,"Aug 06, 2012 00:31 (UTC)",@Dr_Bik @tessafrancis come by the Microbial Ecology Section booth tomorrow -get &#39;em while you can! #Portlandia #ESA2012 http://t.co/PCuWMkgj,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azkyo8LCEAAko7b.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.06515,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azkyo8LCEAAko7b.jpg%3Asmall,come by the Microbial Ecology Section booth tomorrow -get 'em while you can! #Portlandia #ESA2012,"Aug 06, 2012 00:31 (UTC)",1,image,http://p.twimg.com/Azkyo8LCEAAko7b.jpg
50,"Aug 06, 2012 04:10 (UTC)",Have ordered local artisanal pickle plate with @jebyrnes. #ESA2012 #Portlandia #putapickleonit? http://t.co/jB7yLBrD,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azlk14PCMAAgsQ3.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.03548,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azlk14PCMAAgsQ3.jpg%3Asmall,Have ordered local artisanal pickle plate with #ESA2012 #Portlandia #putapickleonit?,"Aug 06, 2012 04:10 (UTC)",1,image,http://p.twimg.com/Azlk14PCMAAgsQ3.jpg
