"","screen_name","name","id","desc","location","url","followers","friends","status_count","lang","time_zone","geo","verified","influence","text","tweet_id","tweet_date","retweets","in_reply_to","reply_id","source","coords_type","cooords_lat","coords_long","location_search_id","doc_lang","sentiment"
"12","Dr_Bik","Holly Bik",185910976,"Holly Bik is postdoctoral researcher in marine genomics, working in Jonathan Eisen's lab at the University of California Davis. ","Davis, CA","http://www.hollybik.com",1555,343,4182,"en","","True","",NA,"RT @carlystrasser: RT @neoninc: No Twitter handle on ur #ESA2012 nametag? Put a bird on it. http://t.co/Zbze4J3N @ social media wkshop h ...",225404672255594496,2010-09-01 20:28:20,1,"",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","",NA,NA,"us/california","en",NA
"13","NenaChavez","Isora Chavez",54075859,"Comunicadora con experiencia en RRPP, RSE, Marketing y 2.0. Curiosa, ecléctica. Adoro el café, el cine, la música, el yoga, caminar y aprender.","","",516,911,4290,"en","Caracas","","",NA,"Gracias a Saul Uzcátegui diario @TalCualDigital por la nota sobre #ESA2012 en la edición de ayer @FundacionVSL http://t.co/nJjJtsfo",225582217450102784,2009-07-05 18:59:31,NA,"",NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","",NA,NA,"us","es",NA
"14","RudyGetBail","Eric Watson",22554631,"PhD candidate in evolutionary genetics, avid gardener, minimalist, bicycle commuter, and loving life!","Arlington, TX","",25,95,230,"en","Pacific Time (US & Canada)","True","",NA,"@RSocPublishing I wish I was going to #ESA2012, but I will be staying put.",225592525061242880,2009-03-02 15:48:39,NA,"RSocPublishing",225527653967470592,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","",NA,NA,"us","en",NA
"15","sandramchung","Sandra M. Chung",83197636,"Science writer, multimedia producer, swing dancer. Likes: environment, energy, food, robots, radio, data visualization, using my powers for good.","USA","http://www.sandrachung.com/",291,333,1018,"en","Pacific Time (US & Canada)","","",NA,"RT @NEONInc: No Twitter handle on ur #ESA2012 nametag? Put a bird on it. http://t.co/nzAzAGMQ @ social media wkshop http://t.co/EUC23SjX",225607605249249280,2009-10-17 12:03:05,2,"",NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","",NA,NA,"us","en",NA
"16","LizNeeley","LizNeeley",17396170,"Assistant Director of Science Outreach at COMPASS. Mixing up a passion for ocean science, journalism, communication, & behavior with a love of gorgeous design.","Seattle","http://www.COMPASSonline.org",2629,1265,4508,"en","Alaska","","",NA,"@carlystrasser Nice! Will I see you at #ESA2012 or maybe #AAASmtg?",225633179015446528,2008-11-14 13:24:59,NA,"carlystrasser",225603938395766784,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","",NA,NA,"us","en",1
"17","carlystrasser","Carly Strasser",190246525,"Marine scientist by training, now at California Digital Library getting scientists excited about data management, sharing, and archiving. ","Berkeley, CA","http://carlystrasser.net",508,400,1341,"en","Pacific Time (US & Canada)","","",NA,"@LizNeeley #ESA2012!",225633664397090816,2010-09-13 06:26:52,NA,"LizNeeley",225633179015446528,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","",NA,NA,"us","en",NA
"18","carlystrasser","Carly Strasser",190246525,"Marine scientist by training, now at California Digital Library getting scientists excited about data management, sharing, and archiving. ","Berkeley, CA","http://carlystrasser.net",508,400,1346,"en","Pacific Time (US & Canada)","","",NA,"@labroides @LizNeeley y'all know @_inundata? We are in discussions about a #portlandia #ESA2012 video; IMO #WHOI should feature prominently.",225635265224507392,2010-09-13 06:26:52,NA,"labroides",225634231970304000,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","",NA,NA,"us","en",NA
"19","carlystrasser","Carly Strasser",190246525,"Marine scientist by training, now at California Digital Library getting scientists excited about data management, sharing, and archiving. ","Berkeley, CA","http://carlystrasser.net",507,402,1348,"en","Pacific Time (US & Canada)","","",NA,"@labroides @lizneeley @_inundata stand by- adding birds to all @DataONEorg presentations for #ESA2012",225638430326001664,2010-09-13 06:26:52,NA,"labroides",225638188096565248,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","",NA,NA,"us","en",NA
"20","ESA_org","Ecological Society",18049298,"The Ecological Society of America is a nonprofit organization founded in 1915. Check back for EcoTone blog posts, ESA updates, podcasts, and more!","Washington, DC","http://www.esa.org",4977,423,1386,"en","Eastern Time (US & Canada)","","",NA,"RT @carlystrasser: @labroides @lizneeley @_inundata stand by- adding birds to all @DataONEorg presentations for #ESA2012 // Excellent!",225651242926501888,2008-12-11 07:25:38,NA,"",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","",NA,NA,"us","en",1
"21","ESA_org","Ecological Society",18049298,"The Ecological Society of America is a nonprofit organization founded in 1915. Check back for EcoTone blog posts, ESA updates, podcasts, and more!","Washington, DC","http://www.esa.org",4977,423,1389,"en","Eastern Time (US & Canada)","","",NA,"Putting a bird on it, explained. http://t.co/FU3PJfrC #ESA2012 #Portlandia",225651802635399168,2008-12-11 07:25:38,NA,"",NA,"web","",NA,NA,"us","en",NA
"22","kaskadia","Kit R",24167293,"Internetworking in the virtual world towards a sustainable physical one ","Cascadia","",6987,4125,52967,"en","Pacific Time (US & Canada)","","",NA,"RT @ESA_org: Putting a bird on it, explained. http://t.co/FU3PJfrC #ESA2012 #Portlandia",225652200242819072,2009-03-13 06:09:05,NA,"",NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","",NA,NA,"us","en",NA
"23","MichelesWeb","MichelesWebDesign",43663110,"Freelance Web Design & Development - Super Low Rates - 23+ Yrs Exp. No outsourcing - Entrepreneur - Web Designer - Programmer - Web Developer                  ","US Freelancer - Telecommute","http://www.micheleswebdesign.com",207,32,30318,"en","Pacific Time (US & Canada)","","",NA,"RT @ESA_org: Putting a bird on it, explained. http://t.co/FU3PJfrC #ESA2012 #Portlandia",225654962963755008,2009-05-31 01:34:49,1,"",NA,"web","",NA,NA,"us","en",NA
"24","DrHolly","Holly Menninger",15163872,"Scientist. Communicator. Lover of all things arthropod.","Ithaca, NY","http://hollymenninger.com/",800,666,2151,"en","Eastern Time (US & Canada)","","",NA,"@EmilyMeineke &amp; I were JUST laughing abt this over lunch! RT @ESA_org: Put a bird on it, explained http://t.co/0U6k8CSa #ESA2012 #Portlandia",225657565235781632,2008-06-18 16:42:59,NA,"EmilyMeineke",NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","",NA,NA,"us","en",NA
